fotograma,tipo_objeto,confianza,identificador_tracking,x1,y1,x2,y2,matrícula_en_su_caso,confianza_matricula,mx1,my1,mx2,my2,texto_matricula
425,car,0.86,tensor(1.),1409,328,1601,437,"[=
",0.24,114,41,155,53,"[=
"
425,person,0.82,tensor(2.),457,268,509,427,,0,0,0,0,0,
425,person,0.69,tensor(3.),498,274,549,428,,0,0,0,0,0,
425,motorcycle,0.61,tensor(4.),1588,366,1707,487,,0,0,0,0,0,
426,car,0.84,tensor(1.),1403,328,1593,436,,0,0,0,0,0,
426,person,0.78,tensor(2.),459,266,510,427,,0,0,0,0,0,
426,person,0.63,tensor(3.),501,271,552,427,,0,0,0,0,0,
427,car,0.83,tensor(1.),1401,331,1585,433,,0,0,0,0,0,
427,person,0.77,tensor(2.),460,264,512,426,,0,0,0,0,0,
428,car,0.83,tensor(1.),1394,333,1578,429,"S255
",0.33,108,32,146,43,"S255
"
428,person,0.71,tensor(2.),462,261,518,428,,0,0,0,0,0,
428,person,0.62,tensor(3.),502,276,555,426,,0,0,0,0,0,
429,car,0.73,tensor(1.),1393,326,1573,427,,0,0,0,0,0,
429,person,0.72,tensor(2.),465,263,516,428,,0,0,0,0,0,
430,car,0.8,tensor(1.),1390,324,1555,423,,0,0,0,0,0,
430,person,0.73,tensor(2.),467,266,517,427,,0,0,0,0,0,
431,car,0.79,tensor(1.),1384,323,1544,422,,0,0,0,0,0,
431,person,0.72,tensor(2.),470,269,517,427,,0,0,0,0,0,
431,person,0.65,tensor(3.),506,271,556,429,,0,0,0,0,0,
432,car,0.76,tensor(1.),1380,324,1537,421,,0,0,0,0,0,
432,person,0.72,tensor(2.),474,270,519,428,,0,0,0,0,0,
432,person,0.7,tensor(3.),508,271,560,430,,0,0,0,0,0,
433,car,0.79,tensor(1.),1376,321,1523,416,,0,0,0,0,0,
433,person,0.75,tensor(2.),476,271,521,427,,0,0,0,0,0,
433,person,0.73,tensor(3.),510,270,562,430,,0,0,0,0,0,
434,car,0.78,tensor(1.),1374,321,1514,414,,0,0,0,0,0,
434,person,0.69,tensor(2.),512,278,563,429,,0,0,0,0,0,
434,person,0.68,tensor(3.),478,272,524,427,,0,0,0,0,0,
435,car,0.83,tensor(1.),1372,320,1509,414,,0,0,0,0,0,
435,person,0.66,tensor(2.),479,271,531,428,,0,0,0,0,0,
436,car,0.84,tensor(1.),1369,320,1500,413,,0,0,0,0,0,
437,car,0.81,tensor(1.),1368,321,1499,413,,0,0,0,0,0,
437,person,0.75,tensor(2.),524,275,573,426,,0,0,0,0,0,
437,person,0.65,tensor(3.),479,272,532,426,,0,0,0,0,0,
438,car,0.78,tensor(1.),1364,322,1489,411,,0,0,0,0,0,
438,person,0.75,tensor(2.),523,274,574,427,,0,0,0,0,0,
438,person,0.7,tensor(3.),482,272,532,427,,0,0,0,0,0,
439,car,0.8,tensor(1.),1361,323,1477,411,,0,0,0,0,0,
439,person,0.66,tensor(2.),485,272,536,425,,0,0,0,0,0,
439,person,0.65,tensor(3.),523,272,576,427,,0,0,0,0,0,
440,car,0.74,tensor(1.),1359,324,1474,408,,0,0,0,0,0,
440,person,0.74,tensor(2.),492,274,534,425,,0,0,0,0,0,
441,person,0.74,tensor(1.),496,276,535,424,,0,0,0,0,0,
442,person,0.7,tensor(1.),497,275,539,423,,0,0,0,0,0,
443,person,0.82,tensor(1.),499,277,542,422,,0,0,0,0,0,
443,person,0.63,tensor(2.),543,272,583,421,,0,0,0,0,0,
444,person,0.83,tensor(1.),500,276,545,420,,0,0,0,0,0,
445,person,0.81,tensor(1.),502,273,551,420,,0,0,0,0,0,
446,person,0.74,tensor(1.),504,275,551,425,,0,0,0,0,0,
447,person,0.71,tensor(1.),505,274,551,423,,0,0,0,0,0,
448,person,0.78,tensor(1.),507,274,556,425,,0,0,0,0,0,
448,person,0.73,tensor(2.),546,272,594,423,,0,0,0,0,0,
449,person,0.83,tensor(1.),508,273,557,426,,0,0,0,0,0,
449,person,0.63,tensor(2.),550,271,595,422,,0,0,0,0,0,
450,person,0.81,tensor(1.),510,274,559,423,,0,0,0,0,0,
450,person,0.75,tensor(2.),551,271,598,422,,0,0,0,0,0,
450,car,0.66,tensor(3.),1338,323,1453,405,,0,0,0,0,0,
450,car,0.61,tensor(4.),1301,319,1343,352,,0,0,0,0,0,
451,person,0.72,tensor(1.),513,275,561,423,,0,0,0,0,0,
451,person,0.65,tensor(2.),552,271,601,425,,0,0,0,0,0,
452,person,0.64,tensor(1.),516,277,564,422,,0,0,0,0,0,
453,person,0.67,tensor(1.),516,275,565,421,,0,0,0,0,0,
453,car,0.64,tensor(2.),1334,322,1443,399,,0,0,0,0,0,
454,person,0.56,,555,275,605,421,,0,0,0,0,0,
454,car,0.55,,1445,325,1513,382,,0,0,0,0,0,
454,car,0.54,,1334,324,1403,389,,0,0,0,0,0,
454,person,0.5,,517,275,572,421,,0,0,0,0,0,
454,car,0.49,,1301,320,1343,353,,0,0,0,0,0,
454,car,0.46,,1435,325,1482,374,,0,0,0,0,0,
454,car,0.37,,1334,323,1430,393,,0,0,0,0,0,
454,car,0.3,,981,307,1048,345,,0,0,0,0,0,
454,bench,0.27,,0,319,66,385,,0,0,0,0,0,
454,car,0.27,,1389,328,1440,407,,0,0,0,0,0,
454,car,0.23,,1509,313,1565,383,,0,0,0,0,0,
454,car,0.17,,1395,323,1440,373,,0,0,0,0,0,
454,car,0.15,,1241,312,1278,341,,0,0,0,0,0,
454,car,0.11,,1277,316,1301,344,,0,0,0,0,0,
455,person,0.63,tensor(1.),557,273,606,423,,0,0,0,0,0,
456,person,0.66,tensor(1.),557,273,606,422,,0,0,0,0,0,
457,person,0.68,tensor(1.),555,269,608,421,,0,0,0,0,0,
458,person,0.7,tensor(1.),553,272,609,422,,0,0,0,0,0,
459,person,0.6,,552,274,611,421,,0,0,0,0,0,
459,car,0.56,,1330,322,1395,386,,0,0,0,0,0,
459,car,0.5,,1455,325,1513,383,,0,0,0,0,0,
459,car,0.48,,1433,326,1515,383,,0,0,0,0,0,
459,car,0.4,,988,307,1069,344,,0,0,0,0,0,
459,person,0.39,,532,270,590,419,,0,0,0,0,0,
459,car,0.37,,1374,324,1426,397,,0,0,0,0,0,
459,car,0.37,,1426,325,1477,378,,0,0,0,0,0,
459,car,0.37,,1305,320,1338,355,,0,0,0,0,0,
459,car,0.34,,987,306,1049,342,,0,0,0,0,0,
459,car,0.32,,1327,321,1420,390,,0,0,0,0,0,
459,bench,0.31,,0,320,67,385,,0,0,0,0,0,
459,person,0.29,,788,281,817,371,,0,0,0,0,0,
459,person,0.28,,529,273,579,403,,0,0,0,0,0,
459,car,0.26,,1411,324,1456,374,,0,0,0,0,0,
459,car,0.22,,1509,313,1566,383,,0,0,0,0,0,
459,car,0.18,,1313,323,1367,384,,0,0,0,0,0,
459,car,0.14,,1241,311,1278,340,,0,0,0,0,0,
459,car,0.13,,1404,324,1452,382,,0,0,0,0,0,
459,person,0.13,,541,283,586,419,,0,0,0,0,0,
459,sports ball,0.12,,1558,319,1626,384,,0,0,0,0,0,
459,car,0.11,,1056,319,1077,342,,0,0,0,0,0,
460,person,0.66,tensor(1.),563,276,613,422,,0,0,0,0,0,
461,person,0.65,tensor(1.),569,277,616,421,,0,0,0,0,0,
462,person,0.74,tensor(1.),569,276,618,421,,0,0,0,0,0,
462,car,0.61,tensor(2.),1325,321,1384,384,,0,0,0,0,0,
463,person,0.73,tensor(1.),572,274,618,419,,0,0,0,0,0,
463,car,0.61,tensor(2.),1321,320,1393,385,,0,0,0,0,0,
463,person,0.61,tensor(3.),534,273,584,416,,0,0,0,0,0,
464,person,0.69,tensor(1.),572,273,621,417,,0,0,0,0,0,
464,car,0.65,tensor(2.),1322,320,1410,385,,0,0,0,0,0,
465,car,0.71,tensor(1.),1319,319,1408,384,,0,0,0,0,0,
465,person,0.63,tensor(2.),541,278,587,416,,0,0,0,0,0,
466,car,0.72,tensor(1.),1320,320,1406,384,,0,0,0,0,0,
467,car,0.67,tensor(1.),1316,319,1406,384,,0,0,0,0,0,
467,person,0.65,tensor(2.),544,277,589,414,,0,0,0,0,0,
468,car,0.65,tensor(1.),1316,320,1375,379,,0,0,0,0,0,
468,person,0.61,tensor(2.),584,273,628,416,,0,0,0,0,0,
469,person,0.69,tensor(1.),546,280,593,416,,0,0,0,0,0,
469,person,0.66,tensor(2.),587,283,630,415,,0,0,0,0,0,
469,car,0.63,tensor(3.),1314,321,1378,380,,0,0,0,0,0,
470,car,0.72,tensor(1.),1314,320,1398,383,,0,0,0,0,0,
470,person,0.71,tensor(2.),550,275,596,416,,0,0,0,0,0,
470,person,0.67,tensor(3.),591,273,631,412,,0,0,0,0,0,
471,person,0.71,tensor(1.),551,273,597,416,,0,0,0,0,0,
471,car,0.68,tensor(2.),1313,320,1396,383,,0,0,0,0,0,
472,person,0.71,tensor(1.),554,272,600,415,,0,0,0,0,0,
472,car,0.65,tensor(2.),1313,320,1395,382,,0,0,0,0,0,
473,person,0.73,tensor(1.),556,271,604,416,,0,0,0,0,0,
473,car,0.66,tensor(2.),1312,320,1393,380,,0,0,0,0,0,
474,person,0.73,tensor(1.),561,273,605,416,,0,0,0,0,0,
474,car,0.67,tensor(2.),1011,312,1093,344,,0,0,0,0,0,
474,car,0.65,tensor(3.),1388,323,1447,367,,0,0,0,0,0,
474,car,0.65,tensor(4.),1312,320,1391,381,,0,0,0,0,0,
474,person,0.62,tensor(5.),597,276,638,412,,0,0,0,0,0,
475,person,0.67,tensor(1.),563,273,607,416,,0,0,0,0,0,
475,car,0.67,tensor(2.),1310,319,1390,380,,0,0,0,0,0,
475,car,0.65,tensor(3.),1009,312,1092,344,,0,0,0,0,0,
475,car,0.63,tensor(4.),1387,323,1444,367,,0,0,0,0,0,
476,person,0.69,tensor(1.),564,273,610,416,,0,0,0,0,0,
477,person,0.7,tensor(1.),566,275,611,416,,0,0,0,0,0,
477,car,0.68,tensor(2.),1309,318,1386,374,,0,0,0,0,0,
478,car,0.67,tensor(1.),1308,319,1386,376,,0,0,0,0,0,
478,person,0.66,tensor(2.),565,274,613,416,,0,0,0,0,0,
479,car,0.67,tensor(1.),1307,319,1379,374,,0,0,0,0,0,
479,person,0.62,tensor(2.),567,275,616,416,,0,0,0,0,0,
480,person,0.68,tensor(1.),569,275,617,416,,0,0,0,0,0,
480,car,0.65,tensor(2.),1306,319,1382,377,,0,0,0,0,0,
481,person,0.7,tensor(1.),573,276,617,415,,0,0,0,0,0,
482,person,0.66,tensor(1.),574,277,623,416,,0,0,0,0,0,
483,person,0.62,tensor(1.),576,276,623,414,,0,0,0,0,0,
484,car,0.54,,1303,321,1356,370,,0,0,0,0,0,
484,car,0.54,,1383,324,1435,364,,0,0,0,0,0,
484,person,0.54,,577,275,623,413,,0,0,0,0,0,
484,person,0.48,,809,282,840,372,,0,0,0,0,0,
484,person,0.47,,608,275,654,407,,0,0,0,0,0,
484,car,0.45,,1389,323,1451,371,,0,0,0,0,0,
484,car,0.4,,1431,325,1515,382,,0,0,0,0,0,
484,car,0.4,,1457,325,1513,382,,0,0,0,0,0,
484,car,0.38,,1045,314,1104,343,,0,0,0,0,0,
484,car,0.37,,1054,317,1116,345,,0,0,0,0,0,
484,car,0.33,,1422,324,1470,377,,0,0,0,0,0,
484,car,0.25,,1317,318,1375,376,,0,0,0,0,0,
484,car,0.24,,1333,320,1374,376,,0,0,0,0,0,
484,bench,0.21,,0,320,65,385,,0,0,0,0,0,
484,car,0.21,,1368,321,1398,363,,0,0,0,0,0,
484,car,0.18,,1509,313,1567,383,,0,0,0,0,0,
484,car,0.13,,1356,322,1391,373,,0,0,0,0,0,
484,car,0.12,,1089,317,1123,345,,0,0,0,0,0,
484,sports ball,0.11,,1558,319,1625,384,,0,0,0,0,0,
484,bench,0.11,,1858,332,1917,392,,0,0,0,0,0,
485,person,0.66,tensor(1.),609,273,662,410,,0,0,0,0,0,
486,person,0.62,tensor(1.),616,274,663,411,,0,0,0,0,0,
487,person,0.63,tensor(1.),585,277,639,413,,0,0,0,0,0,
488,person,0.62,tensor(1.),586,275,637,413,,0,0,0,0,0,
489,person,0.59,,585,271,637,414,,0,0,0,0,0,
489,person,0.52,,619,274,665,411,,0,0,0,0,0,
489,car,0.49,,1385,324,1435,363,,0,0,0,0,0,
489,car,0.44,,1299,321,1346,369,,0,0,0,0,0,
489,car,0.41,,1431,325,1514,382,,0,0,0,0,0,
489,car,0.41,,1390,323,1448,371,,0,0,0,0,0,
489,car,0.41,,1456,325,1513,382,,0,0,0,0,0,
489,car,0.39,,1049,315,1123,346,,0,0,0,0,0,
489,car,0.38,,1299,329,1338,367,,0,0,0,0,0,
489,car,0.34,,1366,322,1397,357,,0,0,0,0,0,
489,car,0.32,,1426,324,1470,378,,0,0,0,0,0,
489,car,0.22,,1076,316,1124,345,,0,0,0,0,0,
489,car,0.21,,1331,328,1365,373,,0,0,0,0,0,
489,person,0.2,,816,283,845,367,,0,0,0,0,0,
489,car,0.19,,1322,317,1365,372,"_
",0.14,8,0,13,3,"_
"
489,car,0.18,,1509,313,1568,383,,0,0,0,0,0,
489,bench,0.17,,0,320,65,385,,0,0,0,0,0,
489,sports ball,0.11,,1558,319,1625,384,,0,0,0,0,0,
490,person,0.67,tensor(1.),586,271,638,414,,0,0,0,0,0,
491,person,0.68,tensor(1.),588,273,639,413,,0,0,0,0,0,
492,person,0.63,tensor(1.),590,273,639,413,,0,0,0,0,0,
493,person,0.66,tensor(1.),591,273,638,412,,0,0,0,0,0,
494,person,0.71,tensor(1.),592,274,639,412,,0,0,0,0,0,
495,person,0.72,tensor(1.),594,276,639,411,,0,0,0,0,0,
496,person,0.68,tensor(1.),594,277,639,409,,0,0,0,0,0,
497,person,0.69,tensor(1.),596,278,637,410,,0,0,0,0,0,
497,person,0.65,tensor(2.),632,279,677,412,,0,0,0,0,0,
497,car,0.64,tensor(3.),1290,324,1344,364,,0,0,0,0,0,
498,person,0.69,tensor(1.),598,275,641,410,,0,0,0,0,0,
498,car,0.67,tensor(2.),1064,315,1131,346,,0,0,0,0,0,
498,person,0.65,tensor(3.),634,275,678,410,,0,0,0,0,0,
498,car,0.63,tensor(4.),1290,323,1345,363,,0,0,0,0,0,
499,person,0.69,tensor(1.),600,274,643,409,,0,0,0,0,0,
499,person,0.68,tensor(2.),634,275,680,412,,0,0,0,0,0,
499,car,0.67,tensor(3.),1064,316,1132,347,,0,0,0,0,0,
499,car,0.66,tensor(4.),1290,322,1348,364,,0,0,0,0,0,
500,person,0.67,tensor(1.),637,274,682,411,,0,0,0,0,0,
500,car,0.67,tensor(2.),1066,316,1130,347,,0,0,0,0,0,
500,car,0.65,tensor(3.),1289,321,1347,363,,0,0,0,0,0,
500,person,0.64,tensor(4.),603,272,644,410,,0,0,0,0,0,
501,car,0.7,tensor(1.),1289,322,1349,363,,0,0,0,0,0,
501,person,0.7,tensor(2.),607,271,647,409,,0,0,0,0,0,
501,car,0.65,tensor(3.),1068,315,1133,346,,0,0,0,0,0,
501,person,0.64,tensor(4.),640,274,683,409,,0,0,0,0,0,
502,person,0.7,tensor(1.),640,276,684,410,,0,0,0,0,0,
502,car,0.7,tensor(2.),1070,314,1140,346,,0,0,0,0,0,
502,car,0.69,tensor(3.),1288,323,1347,363,,0,0,0,0,0,
502,person,0.63,tensor(4.),608,271,649,409,,0,0,0,0,0,
503,person,0.69,tensor(1.),643,279,686,412,,0,0,0,0,0,
503,car,0.68,tensor(2.),1288,323,1348,363,,0,0,0,0,0,
503,person,0.66,tensor(3.),610,274,652,409,,0,0,0,0,0,
503,car,0.63,tensor(4.),1072,313,1141,346,,0,0,0,0,0,
504,person,0.7,tensor(1.),612,274,652,407,,0,0,0,0,0,
504,person,0.69,tensor(2.),645,283,688,407,,0,0,0,0,0,
504,car,0.68,tensor(3.),1075,313,1142,346,,0,0,0,0,0,
504,car,0.63,tensor(4.),1287,322,1347,362,,0,0,0,0,0,
505,person,0.77,tensor(1.),614,274,655,407,,0,0,0,0,0,
505,person,0.71,tensor(2.),648,282,691,407,,0,0,0,0,0,
506,person,0.69,tensor(1.),614,273,658,406,,0,0,0,0,0,
507,person,0.69,tensor(1.),615,271,662,408,,0,0,0,0,0,
507,car,0.68,tensor(2.),1076,313,1145,346,,0,0,0,0,0,
508,person,0.65,tensor(1.),615,271,671,408,,0,0,0,0,0,
509,person,0.69,tensor(1.),616,271,665,404,,0,0,0,0,0,
509,car,0.63,tensor(2.),1076,313,1152,348,,0,0,0,0,0,
510,person,0.65,tensor(1.),619,275,662,404,,0,0,0,0,0,
511,person,0.67,tensor(1.),618,275,664,404,,0,0,0,0,0,
512,person,0.66,tensor(1.),618,277,665,405,,0,0,0,0,0,
512,car,0.65,tensor(2.),1282,321,1338,360,,0,0,0,0,0,
513,car,0.67,tensor(1.),1282,320,1339,361,,0,0,0,0,0,
514,car,0.69,tensor(1.),1282,319,1339,360,,0,0,0,0,0,
515,car,0.68,tensor(1.),1281,319,1338,361,,0,0,0,0,0,
516,car,0.67,tensor(1.),1281,320,1337,361,,0,0,0,0,0,
517,car,0.69,tensor(1.),1281,320,1336,361,,0,0,0,0,0,
518,car,0.65,tensor(1.),1281,320,1337,361,,0,0,0,0,0,
518,person,0.62,tensor(2.),626,275,680,404,,0,0,0,0,0,
519,person,0.64,tensor(1.),629,275,677,404,,0,0,0,0,0,
519,car,0.62,tensor(2.),1281,320,1338,360,,0,0,0,0,0,
520,person,0.69,tensor(1.),630,271,678,405,,0,0,0,0,0,
520,person,0.68,tensor(2.),669,272,709,404,,0,0,0,0,0,
521,person,0.68,tensor(1.),669,270,710,407,,0,0,0,0,0,
522,person,0.72,tensor(1.),670,275,711,405,,0,0,0,0,0,
522,person,0.68,tensor(2.),633,273,678,405,,0,0,0,0,0,
523,person,0.67,tensor(1.),636,274,678,404,,0,0,0,0,0,
523,person,0.64,tensor(2.),671,285,711,404,,0,0,0,0,0,
524,person,0.68,tensor(1.),638,272,680,403,,0,0,0,0,0,
525,person,0.66,tensor(1.),639,277,682,403,,0,0,0,0,0,
526,person,0.7,tensor(1.),640,278,686,404,,0,0,0,0,0,
527,person,0.76,tensor(1.),642,278,685,405,,0,0,0,0,0,
528,person,0.72,tensor(1.),644,278,686,404,,0,0,0,0,0,
529,person,0.73,tensor(1.),645,280,688,403,,0,0,0,0,0,
529,car,0.64,tensor(2.),1112,310,1178,347,,0,0,0,0,0,
530,person,0.71,tensor(1.),647,281,689,404,,0,0,0,0,0,
530,car,0.61,tensor(2.),1117,311,1178,346,,0,0,0,0,0,
531,person,0.7,tensor(1.),648,278,690,403,,0,0,0,0,0,
531,person,0.62,tensor(2.),684,281,724,401,,0,0,0,0,0,
532,person,0.71,tensor(1.),648,275,693,402,,0,0,0,0,0,
533,person,0.69,tensor(1.),650,273,693,399,,0,0,0,0,0,
534,person,0.69,tensor(1.),650,272,695,401,,0,0,0,0,0,
534,person,0.61,tensor(2.),692,281,729,400,,0,0,0,0,0,
535,person,0.62,tensor(1.),651,271,697,401,,0,0,0,0,0,
535,car,0.61,tensor(2.),1342,322,1379,353,,0,0,0,0,0,
536,car,0.61,tensor(1.),1343,321,1382,353,,0,0,0,0,0,
537,car,0.61,tensor(1.),1343,321,1382,353,,0,0,0,0,0,
538,car,0.58,,1343,321,1380,353,,0,0,0,0,0,
538,car,0.55,,1368,322,1399,357,,0,0,0,0,0,
538,person,0.55,,694,279,732,400,,0,0,0,0,0,
538,car,0.52,,1130,314,1184,346,,0,0,0,0,0,
538,car,0.52,,1267,317,1310,354,,0,0,0,0,0,
538,person,0.52,,655,271,699,401,,0,0,0,0,0,
538,car,0.49,,1383,324,1437,361,,0,0,0,0,0,
538,car,0.45,,1385,323,1447,370,,0,0,0,0,0,
538,car,0.44,,1453,324,1513,381,,0,0,0,0,0,
538,car,0.44,,1431,325,1515,381,,0,0,0,0,0,
538,car,0.42,,1305,320,1346,352,,0,0,0,0,0,
538,car,0.39,,1272,318,1334,356,,0,0,0,0,0,
538,car,0.34,,1428,324,1473,378,,0,0,0,0,0,
538,person,0.34,,852,247,892,362,,0,0,0,0,0,
538,person,0.23,,659,268,733,400,,0,0,0,0,0,
538,car,0.21,,1508,313,1568,383,,0,0,0,0,0,
538,bench,0.21,,0,318,64,385,,0,0,0,0,0,
538,car,0.21,,1118,311,1175,345,,0,0,0,0,0,
538,car,0.15,,1227,318,1248,341,,0,0,0,0,0,
538,bench,0.13,,1858,329,1918,392,,0,0,0,0,0,
538,car,0.11,,1261,315,1296,350,,0,0,0,0,0,
539,car,0.59,,1343,321,1381,352,,0,0,0,0,0,
539,car,0.57,,1366,322,1398,357,,0,0,0,0,0,
539,person,0.54,,693,285,733,403,,0,0,0,0,0,
539,car,0.53,,1267,317,1310,354,,0,0,0,0,0,
539,car,0.49,,1130,313,1185,346,,0,0,0,0,0,
539,car,0.49,,1383,324,1438,361,,0,0,0,0,0,
539,person,0.47,,657,276,698,401,,0,0,0,0,0,
539,car,0.46,,1385,324,1449,370,,0,0,0,0,0,
539,car,0.45,,1453,324,1513,381,,0,0,0,0,0,
539,car,0.41,,1306,319,1346,351,,0,0,0,0,0,
539,car,0.37,,1431,324,1510,379,,0,0,0,0,0,
539,person,0.35,,850,247,892,365,,0,0,0,0,0,
539,car,0.34,,1426,324,1472,378,,0,0,0,0,0,
539,bench,0.23,,0,319,64,385,,0,0,0,0,0,
539,person,0.22,,661,273,737,400,,0,0,0,0,0,
539,car,0.21,,1508,313,1568,383,,0,0,0,0,0,
539,car,0.19,,1118,312,1174,345,,0,0,0,0,0,
539,car,0.15,,1227,318,1249,341,,0,0,0,0,0,
539,bench,0.14,,1858,329,1918,393,,0,0,0,0,0,
539,person,0.12,,863,275,890,366,,0,0,0,0,0,
539,car,0.11,,1252,315,1291,347,,0,0,0,0,0,
540,person,0.61,tensor(1.),693,286,734,403,,0,0,0,0,0,
541,person,0.64,tensor(1.),693,285,734,404,,0,0,0,0,0,
542,person,0.6,,694,288,735,404,,0,0,0,0,0,
542,car,0.59,,1343,321,1382,352,,0,0,0,0,0,
542,car,0.58,,1360,322,1398,356,,0,0,0,0,0,
542,car,0.56,,1130,312,1186,346,,0,0,0,0,0,
542,car,0.51,,1384,324,1437,361,,0,0,0,0,0,
542,car,0.47,,1266,317,1310,353,,0,0,0,0,0,
542,car,0.47,,1386,323,1449,369,,0,0,0,0,0,
542,person,0.46,,863,254,893,367,,0,0,0,0,0,
542,car,0.46,,1457,324,1513,381,,0,0,0,0,0,
542,car,0.43,,1432,325,1515,381,,0,0,0,0,0,
542,person,0.43,,663,283,701,402,,0,0,0,0,0,
542,person,0.42,,854,248,893,364,,0,0,0,0,0,
542,car,0.39,,1306,319,1347,350,,0,0,0,0,0,
542,car,0.32,,1427,324,1472,377,,0,0,0,0,0,
542,car,0.29,,1279,319,1321,353,"—
",0.24,33,27,41,29,"—
"
542,person,0.28,,662,285,737,401,,0,0,0,0,0,
542,car,0.22,,1508,313,1568,383,,0,0,0,0,0,
542,person,0.21,,867,287,891,367,,0,0,0,0,0,
542,car,0.19,,1118,310,1165,344,,0,0,0,0,0,
542,car,0.18,,1227,319,1250,341,,0,0,0,0,0,
542,bench,0.17,,0,316,66,385,,0,0,0,0,0,
542,sports ball,0.11,,1557,319,1625,384,,0,0,0,0,0,
542,car,0.11,,1249,315,1278,345,,0,0,0,0,0,
543,car,0.61,tensor(1.),1131,312,1187,346,,0,0,0,0,0,
544,car,0.64,tensor(1.),1131,312,1188,346,,0,0,0,0,0,
545,car,0.65,tensor(1.),1133,312,1189,346,,0,0,0,0,0,
546,car,0.63,tensor(1.),1135,312,1190,346,,0,0,0,0,0,
547,car,0.63,tensor(1.),1138,313,1190,346,,0,0,0,0,0,
548,car,0.69,tensor(1.),1140,313,1189,345,,0,0,0,0,0,
549,car,0.69,tensor(1.),1141,313,1189,345,,0,0,0,0,0,
549,person,0.63,tensor(2.),667,284,709,397,,0,0,0,0,0,
550,car,0.67,tensor(1.),1142,312,1190,346,,0,0,0,0,0,
551,car,0.68,tensor(1.),1143,312,1190,345,,0,0,0,0,0,
551,person,0.62,tensor(2.),671,284,713,397,,0,0,0,0,0,
552,person,0.64,tensor(1.),672,284,714,397,,0,0,0,0,0,
552,person,0.63,tensor(2.),708,284,749,404,,0,0,0,0,0,
552,car,0.63,tensor(3.),1141,313,1189,345,,0,0,0,0,0,
553,person,0.69,tensor(1.),671,283,716,397,,0,0,0,0,0,
553,car,0.64,tensor(2.),1141,313,1189,345,,0,0,0,0,0,
554,person,0.66,tensor(1.),672,284,716,397,,0,0,0,0,0,
554,car,0.63,tensor(2.),1142,313,1189,345,,0,0,0,0,0,
555,person,0.73,tensor(1.),675,283,717,399,,0,0,0,0,0,
555,car,0.62,tensor(2.),1141,313,1189,345,,0,0,0,0,0,
555,car,0.61,tensor(3.),1343,321,1384,353,,0,0,0,0,0,
556,person,0.76,tensor(1.),676,283,721,400,,0,0,0,0,0,
556,person,0.62,tensor(2.),715,287,756,405,,0,0,0,0,0,
556,car,0.61,tensor(3.),1142,312,1189,344,,0,0,0,0,0,
557,person,0.81,tensor(1.),680,282,723,401,,0,0,0,0,0,
557,person,0.72,tensor(2.),716,284,757,404,,0,0,0,0,0,
557,car,0.61,tensor(3.),1343,321,1384,352,,0,0,0,0,0,
558,person,0.79,tensor(1.),681,282,723,401,,0,0,0,0,0,
558,person,0.69,tensor(2.),717,282,758,405,,0,0,0,0,0,
558,car,0.61,tensor(3.),1343,321,1385,352,,0,0,0,0,0,
559,person,0.8,tensor(1.),684,281,724,399,,0,0,0,0,0,
559,person,0.73,tensor(2.),718,282,758,404,,0,0,0,0,0,
559,car,0.61,tensor(3.),1343,321,1384,352,,0,0,0,0,0,
560,person,0.77,tensor(1.),683,279,725,398,,0,0,0,0,0,
560,person,0.72,tensor(2.),719,282,759,403,,0,0,0,0,0,
561,person,0.76,tensor(1.),687,280,726,399,,0,0,0,0,0,
561,person,0.73,tensor(2.),719,279,759,405,,0,0,0,0,0,
562,person,0.79,tensor(1.),687,282,730,397,,0,0,0,0,0,
563,person,0.76,tensor(1.),688,282,729,396,,0,0,0,0,0,
564,person,0.76,tensor(1.),688,282,731,396,,0,0,0,0,0,
564,car,0.63,tensor(2.),1145,314,1190,346,,0,0,0,0,0,
565,person,0.77,tensor(1.),689,282,731,395,,0,0,0,0,0,
565,car,0.65,tensor(2.),1144,314,1190,346,,0,0,0,0,0,
566,person,0.76,tensor(1.),690,282,732,395,,0,0,0,0,0,
566,car,0.68,tensor(2.),1144,314,1190,346,,0,0,0,0,0,
567,person,0.77,tensor(1.),690,284,732,395,,0,0,0,0,0,
567,car,0.7,tensor(2.),1144,314,1191,346,,0,0,0,0,0,
568,person,0.74,tensor(1.),691,283,732,394,,0,0,0,0,0,
568,car,0.72,tensor(2.),1144,313,1191,346,,0,0,0,0,0,
569,car,0.71,tensor(1.),1144,313,1191,346,,0,0,0,0,0,
569,person,0.7,tensor(2.),692,284,732,395,,0,0,0,0,0,
570,car,0.71,tensor(1.),1145,313,1191,346,,0,0,0,0,0,
570,person,0.68,tensor(2.),692,283,734,394,,0,0,0,0,0,
571,car,0.71,tensor(1.),1145,313,1191,346,,0,0,0,0,0,
571,person,0.7,tensor(2.),693,283,734,393,,0,0,0,0,0,
572,car,0.72,tensor(1.),1145,313,1191,346,,0,0,0,0,0,
572,person,0.68,tensor(2.),693,283,734,393,,0,0,0,0,0,
573,car,0.72,tensor(1.),1145,313,1191,346,,0,0,0,0,0,
573,person,0.67,tensor(2.),694,284,735,393,,0,0,0,0,0,
574,car,0.72,tensor(1.),1145,313,1191,346,,0,0,0,0,0,
574,person,0.69,tensor(2.),695,282,735,394,,0,0,0,0,0,
574,person,0.64,tensor(3.),732,279,771,397,,0,0,0,0,0,
